
5,14,7,0,87,7,0,3,0,10,23,11,1,0,1,0,1,0,17,0,3,1,4,1,0,0,2,7,8,3,0,21,14,10,13,1,13,44,11,1,3,0,0,1,1,6,0,22,1,2,10,17,5,0,2,3,12,0,24,0,0,1,0,23,0,1,6,4,1,1,10,4,30,1,0,0,1,2,0,9,0,0,18,1,1,1,0,3,0,7,18,1,6,1,0,0,0,1,0,9,9,14,0,0,8,0,0,0,0,0,4,1,0,1,16,52,2,9,2,1,8,0,0,6,10,0,0,13,0,0,0,1,1,1,
2,10,12,20,89,12,8,0,0,0,35,0,0,3,0,0,1,0,1,0,2,12,16,0,0,0,0,0,3,8,0,32,6,9,1,3,7,65,47,8,0,5,0,0,0,19,3,19,0,14,53,25,2,0,0,1,0,0,0,0,0,0,0,19,0,0,0,23,28,12,2,19,64,0,0,0,5,0,0,7,0,1,29,13,4,0,0,2,0,18,32,26,8,0,2,1,17,3,11,1,58,16,0,2,8,8,33,1,0,1,45,1,1,0,11,4,1,11,8,0,1,1,36,3,2,0,1,24,0,0,0,6,0,0,
178,18,33,13,293,17,28,1,2,18,46,15,4,7,1,0,15,0,7,17,4,8,14,3,0,4,4,1,1,2,0,39,212,45,3,8,43,97,28,22,1,6,1,17,10,17,7,76,4,38,42,35,13,2,13,16,10,3,2,1,1,10,2,29,0,2,5,21,8,8,14,2,120,7,0,0,1,1,0,2,10,5,54,1,3,4,1,6,0,0,106,97,19,0,19,7,15,3,0,37,52,54,14,9,16,10,33,0,0,5,28,3,3,1,42,11,0,98,7,2,15,0,0,16,3,7,0,50,5,0,4,32,19,10,
17,34,44,14,151,39,9,0,2,5,127,21,4,0,8,8,10,0,20,2,23,14,11,2,1,2,13,0,8,11,0,53,76,31,44,7,42,135,36,10,3,14,0,3,5,27,16,78,5,10,40,45,18,3,2,23,16,2,16,1,7,25,11,65,1,5,24,51,17,24,44,15,123,3,0,0,1,1,1,5,3,4,55,1,10,6,0,3,0,6,53,11,24,4,8,1,12,5,1,13,29,41,1,0,20,24,13,1,0,5,43,5,2,2,37,32,4,28,9,3,17,1,6,14,20,7,0,135,2,0,68,3,7,0,
199,38,4,22,85,4,6,0,0,45,58,13,0,0,1,0,0,0,5,0,0,2,2,1,0,0,27,0,0,5,0,69,91,7,1,2,27,76,4,7,0,10,0,1,4,6,6,10,2,8,11,13,1,0,3,6,0,0,1,0,0,24,6,10,0,3,6,23,0,5,5,1,7,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,1,14,13,7,0,3,0,5,0,1,1,8,33,1,3,0,6,7,1,0,3,24,2,1,1,10,17,0,8,0,0,3,0,10,1,9,0,0,22,53,0,0,2,0,0,
5,14,7,0,87,7,0,3,0,10,23,11,1,0,1,0,1,0,17,0,3,1,4,1,0,0,2,7,8,3,0,21,14,10,13,1,13,44,11,1,3,0,0,1,1,6,0,22,1,2,10,17,5,0,2,3,12,0,24,0,0,1,0,23,0,1,6,4,1,1,10,4,30,1,0,0,1,2,0,9,0,0,18,1,1,1,0,3,0,7,18,1,6,1,0,0,0,1,0,9,9,14,0,0,8,0,0,0,0,0,4,1,0,1,16,52,2,9,2,1,8,0,0,6,10,0,0,13,0,0,0,1,1,1,
2,10,12,20,89,12,8,0,0,0,35,0,0,3,0,0,1,0,1,0,2,12,16,0,0,0,0,0,3,8,0,32,6,9,1,3,7,65,47,8,0,5,0,0,0,19,3,19,0,14,53,25,2,0,0,1,0,0,0,0,0,0,0,19,0,0,0,23,28,12,2,19,64,0,0,0,5,0,0,7,0,1,29,13,4,0,0,2,0,18,32,26,8,0,2,1,17,3,11,1,58,16,0,2,8,8,33,1,0,1,45,1,1,0,11,4,1,11,8,0,1,1,36,3,2,0,1,24,0,0,0,6,0,0,
178,18,33,13,293,17,28,1,2,18,46,15,4,7,1,0,15,0,7,17,4,8,14,3,0,4,4,1,1,2,0,39,212,45,3,8,43,97,28,22,1,6,1,17,10,17,7,76,4,38,42,35,13,2,13,16,10,3,2,1,1,10,2,29,0,2,5,21,8,8,14,2,120,7,0,0,1,1,0,2,10,5,54,1,3,4,1,6,0,0,106,97,19,0,19,7,15,3,0,37,52,54,14,9,16,10,33,0,0,5,28,3,3,1,42,11,0,98,7,2,15,0,0,16,3,7,0,50,5,0,4,32,19,10,
17,34,44,14,151,39,9,0,2,5,127,21,4,0,8,8,10,0,20,2,23,14,11,2,1,2,13,0,8,11,0,53,76,31,44,7,42,135,36,10,3,14,0,3,5,27,16,78,5,10,40,45,18,3,2,23,16,2,16,1,7,25,11,65,1,5,24,51,17,24,44,15,123,3,0,0,1,1,1,5,3,4,55,1,10,6,0,3,0,6,53,11,24,4,8,1,12,5,1,13,29,41,1,0,20,24,13,1,0,5,43,5,2,2,37,32,4,28,9,3,17,1,6,14,20,7,0,135,2,0,68,3,7,0,
199,38,4,22,85,4,6,0,0,45,58,13,0,0,1,0,0,0,5,0,0,2,2,1,0,0,27,0,0,5,0,69,91,7,1,2,27,76,4,7,0,10,0,1,4,6,6,10,2,8,11,13,1,0,3,6,0,0,1,0,0,24,6,10,0,3,6,23,0,5,5,1,7,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,1,14,13,7,0,3,0,5,0,1,1,8,33,1,3,0,6,7,1,0,3,24,2,1,1,10,17,0,8,0,0,3,0,10,1,9,0,0,22,53,0,0,2,0,0,
