
86,10,16,3,46,5,34,0,0,25,14,7,0,0,0,0,5,1,1,1,2,0,2,1,0,0,2,0,2,0,1,2,20,1,0,0,2,7,0,0,0,1,0,0,1,0,1,8,0,2,9,1,3,0,1,1,1,0,0,0,1,3,0,4,1,0,0,2,1,0,4,0,29,1,0,0,1,0,1,1,2,8,23,0,1,4,0,3,0,0,14,9,21,1,0,2,3,0,1,2,15,21,2,2,2,6,15,0,0,3,5,0,0,0,6,0,0,21,2,1,4,1,0,0,2,0,0,10,1,0,0,9,3,3,
1,0,4,0,26,2,3,0,0,1,2,0,0,3,0,0,1,0,3,0,0,0,3,2,0,0,0,0,0,0,0,1,2,0,0,0,5,10,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,5,1,0,1,0,10,0,0,0,0,0,0,1,0,1,6,0,0,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,2,0,1,0,1,3,0,3,0,0,0,0,0,2,3,0,1,3,1,0,18,0,0,2,
2,2,0,0,8,3,4,0,0,0,6,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,6,1,0,0,1,2,8,3,0,0,4,0,0,0,3,0,1,0,0,7,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,3,3,4,0,3,9,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,43,6,2,1,0,0,3,1,2,1,2,2,0,1,0,1,4,1,0,7,15,0,0,0,4,12,0,9,0,0,1,0,9,1,0,0,0,1,0,0,0,0,0,0,
86,10,16,3,46,5,34,0,0,25,14,7,0,0,0,0,5,1,1,1,2,0,2,1,0,0,2,0,2,0,1,2,20,1,0,0,2,7,0,0,0,1,0,0,1,0,1,8,0,2,9,1,3,0,1,1,1,0,0,0,1,3,0,4,1,0,0,2,1,0,4,0,29,1,0,0,1,0,1,1,2,8,23,0,1,4,0,3,0,0,14,9,21,1,0,2,3,0,1,2,15,21,2,2,2,6,15,0,0,3,5,0,0,0,6,0,0,21,2,1,4,1,0,0,2,0,0,10,1,0,0,9,3,3,
1,0,4,0,26,2,3,0,0,1,2,0,0,3,0,0,1,0,3,0,0,0,3,2,0,0,0,0,0,0,0,1,2,0,0,0,5,10,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,5,1,0,1,0,10,0,0,0,0,0,0,1,0,1,6,0,0,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,2,0,1,0,1,3,0,3,0,0,0,0,0,2,3,0,1,3,1,0,18,0,0,2,
2,2,0,0,8,3,4,0,0,0,6,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,6,1,0,0,1,2,8,3,0,0,4,0,0,0,3,0,1,0,0,7,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,3,3,4,0,3,9,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,43,6,2,1,0,0,3,1,2,1,2,2,0,1,0,1,4,1,0,7,15,0,0,0,4,12,0,9,0,0,1,0,9,1,0,0,0,1,0,0,0,0,0,0,
86,10,16,3,46,5,34,0,0,25,14,7,0,0,0,0,5,1,1,1,2,0,2,1,0,0,2,0,2,0,1,2,20,1,0,0,2,7,0,0,0,1,0,0,1,0,1,8,0,2,9,1,3,0,1,1,1,0,0,0,1,3,0,4,1,0,0,2,1,0,4,0,29,1,0,0,1,0,1,1,2,8,23,0,1,4,0,3,0,0,14,9,21,1,0,2,3,0,1,2,15,21,2,2,2,6,15,0,0,3,5,0,0,0,6,0,0,21,2,1,4,1,0,0,2,0,0,10,1,0,0,9,3,3,
1,0,4,0,26,2,3,0,0,1,2,0,0,3,0,0,1,0,3,0,0,0,3,2,0,0,0,0,0,0,0,1,2,0,0,0,5,10,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,5,1,0,1,0,10,0,0,0,0,0,0,1,0,1,6,0,0,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,0,2,0,1,0,1,3,0,3,0,0,0,0,0,2,3,0,1,3,1,0,18,0,0,2,
2,2,0,0,8,3,4,0,0,0,6,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,6,1,0,0,1,2,8,3,0,0,4,0,0,0,3,0,1,0,0,7,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,3,3,4,0,3,9,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,43,6,2,1,0,0,3,1,2,1,2,2,0,1,0,1,4,1,0,7,15,0,0,0,4,12,0,9,0,0,1,0,9,1,0,0,0,1,0,0,0,0,0,0,
86,10,16,3,46,5,34,0,0,25,14,7,0,0,0,0,5,1,1,1,2,0,2,1,0,0,2,0,2,0,1,2,20,1,0,0,2,7,0,0,0,1,0,0,1,0,1,8,0,2,9,1,3,0,1,1,1,0,0,0,1,3,0,4,1,0,0,2,1,0,4,0,29,1,0,0,1,0,1,1,2,8,23,0,1,4,0,3,0,0,14,9,21,1,0,2,3,0,1,2,15,21,2,2,2,6,15,0,0,3,5,0,0,0,6,0,0,21,2,1,4,1,0,0,2,0,0,10,1,0,0,9,3,3,
